id,item,resp
5,item_13,0
330,item_15,0
505,item_15,0
172,item_15,0
418,item_15,0
416,item_15,0
112,item_15,0
508,item_15,0
242,item_15,0
70,item_16,0
435,item_16,0
13,item_17,0
462,item_17,0
518,item_18,0
112,item_18,0
401,item_18,0
125,item_18,0
531,item_18,0
52,item_18,0
321,item_19,0
64,item_19,0
534,item_19,0
145,item_20,0
175,item_20,0
63,item_20,0
101,item_1,1
277,item_2,1
155,item_2,1
470,item_2,1
85,item_2,1
370,item_2,1
67,item_2,1
347,item_2,1
358,item_3,1
492,item_3,1
132,item_4,1
369,item_4,1
209,item_4,1
256,item_4,1
335,item_4,1
295,item_4,1
110,item_5,1
266,item_5,1
490,item_5,1
469,item_6,1
32,item_6,1
202,item_7,1
460,item_7,1
234,item_7,1
142,item_8,1
31,item_8,1
416,item_8,1
237,item_9,1
26,item_9,1
528,item_9,1
208,item_9,1
265,item_9,1
387,item_9,1
285,item_10,1
535,item_10,1
57,item_10,1
203,item_10,1
434,item_10,1
340,item_10,1
33,item_11,1
282,item_11,1
370,item_11,1
46,item_11,1
465,item_12,1
445,item_12,1
147,item_13,1
303,item_13,1
393,item_14,1
222,item_14,1
341,item_15,1
108,item_15,1
492,item_16,1
149,item_16,1
128,item_16,1
198,item_16,1
196,item_16,1
459,item_17,1
496,item_17,1
344,item_17,1
122,item_18,1
403,item_18,1
478,item_18,1
138,item_18,1
80,item_18,1
48,item_18,1
169,item_19,1
30,item_20,1
1,item_1,0
345,item_2,0
145,item_2,0
253,item_2,0
291,item_3,0
417,item_3,0
516,item_3,0
475,item_4,0
320,item_4,0
148,item_4,0
61,item_4,0
515,item_4,0
159,item_5,0
58,item_5,0
482,item_5,0
297,item_7,0
421,item_7,0
499,item_7,0
239,item_7,0
167,item_7,0
504,item_9,0
1,item_9,0
500,item_10,0
526,item_10,0
40,item_10,0
61,item_11,0
506,item_11,0
117,item_12,0
62,item_13,0
519,item_13,0
500,item_14,0
53,item_14,0
10,item_14,0
232,item_15,0
532,item_15,0
475,item_16,0
139,item_16,0
307,item_16,0
228,item_16,0
424,item_17,0
16,item_17,0
10,item_18,0
191,item_18,0
26,item_18,0
97,item_19,0
264,item_19,0
472,item_19,0
307,item_19,0
177,item_19,0
502,item_20,0
532,item_20,0
181,item_20,0
110,item_1,1
388,item_1,1
89,item_3,1
373,item_3,1
161,item_4,1
287,item_5,1
288,item_5,1
257,item_5,1
501,item_5,1
204,item_5,1
376,item_6,1
514,item_6,1
2,item_6,1
418,item_6,1
72,item_6,1
124,item_7,1
116,item_7,1
172,item_8,1
199,item_8,1
463,item_8,1
288,item_8,1
341,item_8,1
355,item_8,1
124,item_8,1
363,item_8,1
470,item_8,1
34,item_8,1
489,item_9,1
450,item_9,1
311,item_9,1
223,item_9,1
96,item_10,1
158,item_10,1
322,item_11,1
403,item_11,1
489,item_11,1
429,item_11,1
528,item_12,1
152,item_12,1
466,item_12,1
351,item_12,1
321,item_12,1
302,item_13,1
77,item_14,1
374,item_14,1
214,item_14,1
379,item_14,1
30,item_14,1
324,item_15,1
476,item_15,1
141,item_16,1
104,item_17,1
481,item_17,1
328,item_18,1
242,item_18,1
153,item_19,1
23,item_19,1
30,item_19,1
358,item_20,1
66,item_1,0
143,item_2,0
421,item_2,0
180,item_3,0
406,item_3,0
62,item_4,0
314,item_4,0
134,item_4,0
76,item_4,0
68,item_4,0
123,item_5,0
416,item_5,0
17,item_5,0
176,item_5,0
181,item_5,0
531,item_6,0
84,item_7,0
195,item_7,0
373,item_7,0
378,item_8,0
459,item_9,0
254,item_10,0
101,item_10,0
316,item_10,0
194,item_10,0
246,item_10,0
482,item_11,0
515,item_11,0
427,item_12,0
148,item_13,0
421,item_13,0
340,item_13,0
67,item_13,0
200,item_14,0
235,item_14,0
342,item_14,0
331,item_15,0
227,item_16,0
69,item_17,0
139,item_18,0
105,item_19,0
382,item_19,0
367,item_19,0
386,item_20,0
311,item_20,0
489,item_2,1
403,item_2,1
23,item_2,1
302,item_3,1
391,item_3,1
428,item_3,1
306,item_3,1
266,item_3,1
32,item_3,1
328,item_4,1
430,item_4,1
152,item_4,1
91,item_4,1
273,item_5,1
439,item_5,1
95,item_6,1
315,item_6,1
458,item_8,1
157,item_8,1
286,item_8,1
407,item_9,1
428,item_9,1
250,item_9,1
187,item_9,1
153,item_10,1
141,item_11,1
126,item_11,1
375,item_12,1
288,item_12,1
451,item_12,1
330,item_12,1
331,item_12,1
124,item_12,1
428,item_13,1
350,item_14,1
515,item_14,1
453,item_15,1
202,item_15,1
354,item_15,1
301,item_15,1
470,item_16,1
65,item_16,1
267,item_16,1
168,item_16,1
82,item_17,1
486,item_18,1
468,item_19,1
335,item_19,1
33,item_20,1
459,item_20,1
403,item_20,1
241,item_20,1
121,item_2,0
80,item_2,0
524,item_3,0
423,item_3,0
321,item_4,0
401,item_5,0
532,item_5,0
265,item_6,0
139,item_6,0
26,item_6,0
334,item_7,0
411,item_8,0
237,item_8,0
51,item_9,0
388,item_9,0
510,item_9,0
165,item_9,0
245,item_9,0
334,item_10,0
160,item_10,0
511,item_10,0
249,item_10,0
134,item_10,0
452,item_11,0
38,item_11,0
380,item_11,0
373,item_12,0
326,item_13,0
343,item_13,0
28,item_14,0
58,item_14,0
176,item_15,0
485,item_15,0
514,item_15,0
181,item_15,0
20,item_15,0
302,item_15,0
415,item_16,0
414,item_17,0
392,item_17,0
227,item_17,0
119,item_17,0
6,item_17,0
276,item_18,0
314,item_18,0
65,item_19,0
471,item_19,0
219,item_19,0
502,item_19,0
246,item_19,0
519,item_19,0
241,item_19,0
265,item_20,0
75,item_20,0
107,item_20,0
385,item_1,1
93,item_1,1
383,item_1,1
159,item_2,1
141,item_2,1
295,item_2,1
357,item_2,1
105,item_2,1
252,item_3,1
270,item_3,1
347,item_3,1
169,item_3,1
198,item_4,1
363,item_5,1
187,item_5,1
314,item_5,1
179,item_5,1
403,item_6,1
12,item_6,1
447,item_6,1
278,item_6,1
119,item_7,1
465,item_7,1
85,item_8,1
371,item_8,1
502,item_9,1
415,item_9,1
445,item_9,1
427,item_9,1
490,item_9,1
518,item_9,1
180,item_9,1
476,item_9,1
232,item_10,1
87,item_10,1
113,item_10,1
197,item_10,1
283,item_11,1
160,item_11,1
422,item_11,1
226,item_12,1
431,item_12,1
422,item_12,1
16,item_12,1
233,item_12,1
197,item_13,1
161,item_13,1
238,item_14,1
373,item_14,1
37,item_14,1
46,item_14,1
214,item_15,1
468,item_15,1
298,item_16,1
31,item_16,1
400,item_16,1
293,item_16,1
271,item_16,1
159,item_16,1
293,item_17,1
265,item_17,1
129,item_17,1
259,item_18,1
33,item_18,1
198,item_19,1
190,item_20,1
325,item_20,1
353,item_1,0
177,item_1,0
233,item_3,0
13,item_3,0
73,item_4,0
123,item_4,0
70,item_4,0
435,item_4,0
40,item_4,0
490,item_4,0
392,item_5,0
448,item_5,0
188,item_5,0
493,item_6,0
442,item_6,0
406,item_6,0
487,item_7,0
493,item_8,0
227,item_8,0
332,item_9,0
505,item_9,0
491,item_9,0
86,item_9,0
103,item_10,0
18,item_10,0
333,item_10,0
6,item_10,0
352,item_11,0
426,item_12,0
258,item_12,0
270,item_12,0
86,item_13,0
465,item_13,0
132,item_15,0
320,item_15,0
308,item_15,0
463,item_15,0
507,item_15,0
314,item_15,0
85,item_16,0
188,item_16,0
421,item_18,0
265,item_18,0
526,item_18,0
522,item_18,0
194,item_19,0
139,item_19,0
384,item_19,0
402,item_19,0
17,item_19,0
106,item_19,0
260,item_19,0
492,item_20,0
215,item_1,1
199,item_1,1
151,item_1,1
242,item_1,1
384,item_2,1
11,item_3,1
156,item_3,1
74,item_3,1
42,item_3,1
468,item_3,1
80,item_4,1
50,item_4,1
38,item_5,1
74,item_5,1
258,item_5,1
124,item_6,1
144,item_6,1
280,item_6,1
365,item_6,1
33,item_7,1
242,item_7,1
326,item_9,1
232,item_9,1
470,item_9,1
179,item_9,1
478,item_10,1
125,item_11,1
108,item_11,1
351,item_11,1
130,item_11,1
156,item_12,1
354,item_12,1
198,item_12,1
407,item_12,1
391,item_12,1
88,item_13,1
351,item_13,1
214,item_13,1
428,item_14,1
204,item_14,1
367,item_14,1
306,item_14,1
34,item_15,1
241,item_16,1
24,item_16,1
467,item_16,1
280,item_16,1
455,item_16,1
461,item_16,1
55,item_17,1
202,item_19,1
149,item_20,1
135,item_1,0
291,item_1,0
437,item_1,0
491,item_2,0
226,item_2,0
393,item_2,0
228,item_2,0
69,item_2,0
397,item_3,0
408,item_3,0
26,item_3,0
240,item_4,0
508,item_4,0
312,item_4,0
379,item_4,0
271,item_4,0
220,item_5,0
221,item_5,0
349,item_5,0
525,item_5,0
521,item_6,0
118,item_7,0
135,item_7,0
367,item_8,0
62,item_8,0
114,item_8,0
27,item_9,0
392,item_9,0
263,item_10,0
406,item_10,0
403,item_10,0
330,item_10,0
465,item_11,0
36,item_11,0
493,item_12,0
458,item_13,0
54,item_13,0
490,item_14,0
519,item_14,0
103,item_15,0
258,item_16,0
524,item_17,0
51,item_17,0
516,item_17,0
11,item_17,0
519,item_18,0
309,item_18,0
530,item_18,0
377,item_18,0
488,item_18,0
181,item_19,0
433,item_19,0
405,item_19,0
200,item_20,0
228,item_20,0
120,item_20,0
106,item_20,0
401,item_20,0
447,item_1,1
106,item_1,1
90,item_1,1
394,item_1,1
138,item_2,1
369,item_2,1
197,item_2,1
1,item_4,1
354,item_4,1
344,item_4,1
494,item_4,1
51,item_5,1
301,item_5,1
303,item_6,1
385,item_6,1
392,item_6,1
176,item_6,1
236,item_6,1
278,item_7,1
67,item_7,1
89,item_7,1
88,item_7,1
262,item_7,1
186,item_8,1
66,item_8,1
262,item_9,1
336,item_9,1
357,item_9,1
60,item_10,1
277,item_11,1
154,item_11,1
142,item_11,1
432,item_12,1
413,item_12,1
143,item_12,1
294,item_12,1
113,item_12,1
348,item_14,1
273,item_14,1
209,item_15,1
138,item_15,1
456,item_15,1
358,item_15,1
61,item_16,1
322,item_17,1
171,item_17,1
2,item_17,1
440,item_18,1
24,item_18,1
261,item_1,0
511,item_1,0
55,item_1,0
512,item_2,0
399,item_2,0
488,item_2,0
345,item_3,0
80,item_3,0
360,item_4,0
412,item_5,0
290,item_5,0
246,item_6,0
55,item_7,0
110,item_7,0
326,item_8,0
306,item_8,0
83,item_8,0
228,item_8,0
409,item_9,0
343,item_10,0
497,item_10,0
469,item_11,0
343,item_11,0
519,item_12,0
296,item_12,0
353,item_13,0
123,item_13,0
319,item_13,0
344,item_13,0
483,item_13,0
321,item_14,0
80,item_15,0
338,item_15,0
483,item_15,0
388,item_15,0
63,item_17,0
228,item_17,0
37,item_18,0
388,item_19,0
379,item_19,0
166,item_19,0
7,item_19,0
391,item_19,0
390,item_20,0
379,item_20,0
496,item_1,1
12,item_1,1
169,item_2,1
56,item_2,1
52,item_2,1
198,item_3,1
301,item_3,1
258,item_4,1
383,item_4,1
403,item_5,1
295,item_5,1
425,item_5,1
23,item_5,1
210,item_5,1
364,item_6,1
260,item_6,1
192,item_6,1
53,item_6,1
200,item_6,1
254,item_6,1
92,item_8,1
433,item_8,1
319,item_9,1
275,item_9,1
492,item_10,1
300,item_10,1
182,item_11,1
183,item_11,1
335,item_12,1
63,item_12,1
44,item_12,1
37,item_12,1
325,item_12,1
346,item_12,1
185,item_13,1
159,item_14,1
450,item_14,1
528,item_14,1
308,item_14,1
536,item_15,1
535,item_15,1
448,item_15,1
201,item_16,1
422,item_16,1
56,item_16,1
424,item_16,1
226,item_16,1
300,item_16,1
515,item_16,1
273,item_17,1
346,item_17,1
164,item_17,1
190,item_18,1
341,item_19,1
130,item_19,1
158,item_1,0
117,item_2,0
58,item_2,0
176,item_2,0
495,item_2,0
503,item_2,0
50,item_3,0
68,item_3,0
373,item_4,0
125,item_4,0
255,item_5,0
37,item_5,0
145,item_5,0
339,item_5,0
134,item_6,0
7,item_6,0
148,item_7,0
72,item_7,0
259,item_7,0
20,item_7,0
528,item_7,0
299,item_8,0
344,item_9,0
477,item_9,0
524,item_9,0
13,item_9,0
390,item_10,0
397,item_10,0
242,item_11,0
15,item_11,0
348,item_12,0
31,item_13,0
167,item_14,0
76,item_14,0
255,item_15,0
452,item_15,0
423,item_16,0
200,item_17,0
449,item_17,0
296,item_17,0
75,item_18,0
343,item_18,0
19,item_18,0
242,item_19,0
110,item_19,0
25,item_19,0
44,item_19,0
208,item_19,0
442,item_19,0
148,item_20,0
480,item_2,1
396,item_2,1
266,item_2,1
321,item_2,1
429,item_3,1
459,item_3,1
266,item_4,1
358,item_4,1
118,item_4,1
132,item_5,1
21,item_5,1
216,item_5,1
374,item_6,1
517,item_6,1
229,item_6,1
32,item_7,1
96,item_8,1
177,item_8,1
109,item_8,1
246,item_8,1
122,item_9,1
470,item_10,1
21,item_11,1
257,item_11,1
248,item_11,1
202,item_11,1
457,item_12,1
305,item_12,1
247,item_12,1
19,item_12,1
416,item_12,1
477,item_12,1
177,item_12,1
390,item_14,1
439,item_14,1
527,item_14,1
280,item_14,1
378,item_14,1
202,item_14,1
65,item_14,1
484,item_14,1
404,item_15,1
440,item_15,1
362,item_16,1
275,item_16,1
325,item_16,1
413,item_16,1
43,item_16,1
147,item_17,1
456,item_17,1
409,item_17,1
30,item_17,1
102,item_17,1
318,item_19,1
269,item_19,1
204,item_20,1
156,item_20,1
479,item_1,0
98,item_1,0
450,item_1,0
482,item_2,0
343,item_2,0
221,item_2,0
442,item_3,0
165,item_3,0
128,item_3,0
505,item_3,0
222,item_4,0
28,item_6,0
145,item_7,0
395,item_7,0
19,item_8,0
187,item_8,0
399,item_9,0
380,item_10,0
76,item_10,0
310,item_10,0
250,item_11,0
321,item_11,0
255,item_11,0
27,item_12,0
103,item_12,0
64,item_13,0
261,item_13,0
24,item_13,0
60,item_13,0
107,item_13,0
435,item_14,0
268,item_14,0
333,item_15,0
269,item_15,0
420,item_15,0
392,item_15,0
291,item_16,0
209,item_16,0
465,item_17,0
510,item_17,0
81,item_17,0
62,item_17,0
157,item_17,0
12,item_17,0
200,item_18,0
330,item_18,0
151,item_18,0
272,item_19,0
309,item_19,0
450,item_19,0
137,item_19,0
291,item_19,0
4,item_19,0
48,item_19,0
512,item_20,0
317,item_20,0
433,item_1,1
535,item_2,1
325,item_3,1
535,item_3,1
66,item_4,1
374,item_4,1
482,item_4,1
33,item_4,1
55,item_4,1
115,item_5,1
234,item_6,1
434,item_8,1
340,item_9,1
271,item_9,1
447,item_9,1
354,item_9,1
274,item_10,1
129,item_10,1
129,item_11,1
99,item_11,1
323,item_11,1
151,item_13,1
422,item_13,1
404,item_14,1
4,item_14,1
322,item_14,1
328,item_15,1
36,item_15,1
433,item_15,1
464,item_15,1
398,item_16,1
176,item_16,1
223,item_17,1
354,item_17,1
410,item_17,1
192,item_17,1
89,item_18,1
197,item_20,1
223,item_20,1
39,item_20,1
167,item_1,0
61,item_1,0
146,item_1,0
495,item_3,0
490,item_3,0
187,item_4,0
398,item_4,0
419,item_4,0
417,item_4,0
11,item_4,0
86,item_5,0
502,item_5,0
2,item_5,0
211,item_5,0
78,item_5,0
415,item_7,0
92,item_7,0
215,item_8,0
28,item_8,0
249,item_9,0
7,item_10,0
77,item_10,0
335,item_10,0
493,item_10,0
92,item_10,0
15,item_10,0
235,item_11,0
442,item_12,0
243,item_13,0
114,item_13,0
44,item_13,0
81,item_13,0
221,item_13,0
208,item_14,0
274,item_14,0
397,item_14,0
18,item_14,0
69,item_15,0
497,item_15,0
321,item_17,0
159,item_17,0
495,item_18,0
226,item_18,0
6,item_18,0
449,item_18,0
501,item_19,0
75,item_19,0
117,item_19,0
510,item_20,0
377,item_20,0
382,item_20,0
84,item_20,0
498,item_20,0
249,item_20,0
38,item_1,1
396,item_3,1
384,item_3,1
335,item_3,1
285,item_3,1
173,item_4,1
277,item_5,1
172,item_5,1
175,item_5,1
477,item_6,1
65,item_6,1
430,item_6,1
204,item_6,1
288,item_6,1
267,item_7,1
133,item_7,1
186,item_7,1
189,item_7,1
86,item_8,1
310,item_8,1
250,item_8,1
130,item_9,1
282,item_9,1
412,item_9,1
351,item_9,1
257,item_10,1
39,item_11,1
402,item_11,1
429,item_12,1
382,item_12,1
453,item_12,1
39,item_13,1
3,item_14,1
356,item_14,1
501,item_14,1
267,item_15,1
106,item_16,1
204,item_17,1
218,item_17,1
95,item_17,1
350,item_17,1
54,item_18,1
128,item_18,1
89,item_20,1
354,item_20,1
245,item_20,1
120,item_1,0
427,item_1,0
80,item_1,0
75,item_1,0
530,item_1,0
408,item_2,0
264,item_3,0
117,item_3,0
97,item_3,0
331,item_4,0
400,item_5,0
6,item_5,0
130,item_6,0
120,item_6,0
485,item_7,0
405,item_7,0
423,item_7,0
322,item_7,0
265,item_7,0
134,item_7,0
523,item_7,0
495,item_9,0
33,item_9,0
125,item_9,0
53,item_9,0
16,item_9,0
9,item_10,0
296,item_10,0
65,item_11,0
408,item_11,0
244,item_11,0
11,item_13,0
217,item_13,0
308,item_13,0
419,item_13,0
505,item_14,0
265,item_15,0
107,item_16,0
253,item_17,0
314,item_17,0
10,item_17,0
101,item_18,0
407,item_18,0
522,item_19,0
13,item_19,0
480,item_19,0
378,item_20,0
530,item_20,0
327,item_20,0
441,item_20,0
379,item_1,1
276,item_1,1
305,item_1,1
292,item_1,1
204,item_2,1
394,item_2,1
331,item_2,1
191,item_3,1
473,item_3,1
39,item_3,1
284,item_4,1
239,item_4,1
104,item_4,1
82,item_4,1
415,item_5,1
248,item_5,1
366,item_6,1
63,item_6,1
59,item_6,1
115,item_6,1
138,item_6,1
141,item_7,1
311,item_7,1
401,item_7,1
476,item_8,1
466,item_8,1
110,item_8,1
280,item_9,1
210,item_9,1
82,item_9,1
313,item_11,1
119,item_11,1
199,item_11,1
84,item_12,1
176,item_12,1
410,item_12,1
126,item_12,1
191,item_12,1
78,item_12,1
106,item_14,1
337,item_14,1
448,item_14,1
383,item_15,1
279,item_15,1
466,item_15,1
361,item_15,1
479,item_16,1
255,item_16,1
172,item_17,1
431,item_18,1
31,item_18,1
33,item_19,1
192,item_19,1
24,item_20,1
128,item_20,1
500,item_1,0
317,item_1,0
423,item_2,0
262,item_3,0
390,item_3,0
308,item_3,0
412,item_3,0
19,item_4,0
72,item_4,0
413,item_4,0
421,item_4,0
480,item_4,0
175,item_4,0
486,item_5,0
438,item_5,0
41,item_5,0
118,item_5,0
455,item_6,0
534,item_6,0
81,item_7,0
391,item_7,0
83,item_7,0
530,item_9,0
183,item_10,0
19,item_10,0
268,item_10,0
98,item_10,0
242,item_10,0
253,item_11,0
483,item_11,0
300,item_12,0
76,item_12,0
327,item_12,0
217,item_12,0
456,item_13,0
188,item_13,0
454,item_13,0
450,item_13,0
237,item_13,0
141,item_13,0
165,item_14,0
52,item_15,0
230,item_16,0
454,item_16,0
105,item_16,0
362,item_17,0
176,item_17,0
166,item_18,0
117,item_18,0
462,item_18,0
441,item_19,0
528,item_19,0
407,item_19,0
118,item_19,0
277,item_19,0
419,item_20,0
526,item_20,0
343,item_20,0
115,item_20,0
113,item_20,0
299,item_20,0
454,item_20,0
31,item_1,1
13,item_1,1
479,item_2,1
315,item_2,1
67,item_3,1
196,item_4,1
254,item_4,1
296,item_4,1
389,item_4,1
369,item_5,1
151,item_5,1
109,item_5,1
11,item_5,1
490,item_6,1
228,item_6,1
332,item_6,1
296,item_6,1
325,item_6,1
356,item_7,1
225,item_7,1
309,item_8,1
304,item_8,1
216,item_8,1
373,item_9,1
168,item_9,1
175,item_9,1
432,item_9,1
67,item_9,1
149,item_10,1
45,item_10,1
290,item_10,1
64,item_11,1
156,item_11,1
212,item_12,1
488,item_12,1
361,item_12,1
168,item_13,1
315,item_14,1
193,item_14,1
281,item_15,1
290,item_15,1
97,item_16,1
247,item_17,1
300,item_17,1
154,item_17,1
198,item_17,1
85,item_18,1
177,item_18,1
473,item_19,1
280,item_19,1
270,item_20,1
365,item_20,1
253,item_1,0
29,item_1,0
244,item_1,0
293,item_1,0
406,item_2,0
436,item_2,0
231,item_2,0
227,item_2,0
491,item_3,0
15,item_3,0
24,item_4,0
423,item_4,0
298,item_4,0
523,item_5,0
19,item_5,0
66,item_5,0
345,item_6,0
337,item_7,0
112,item_7,0
486,item_7,0
165,item_8,0
393,item_9,0
208,item_10,0
457,item_10,0
207,item_10,0
385,item_10,0
174,item_10,0
